A;0;105;48;C
B;1;208;48;D
B;1;208;48;I
B;2;312;48;E
B;2;312;48;F
C;1;207;48;A
G;1;212;48;H
G;1;212;48;G
C;1;207;48;B
P;1;201;48;1L
P;2;351;48;2N
P;0;107;48;Q
Adm;1;205;48;R
P;0;106;48;P
Adm;1;205;48;S
P;2;351;48;2M
